ID_Venda,Data_Venda,ID_Cliente,Nome_Cliente,Email_Cliente,País,Categoria_Produto,Produto,Preço_Unitário,Quantidade,Total_Venda
2748,2023-03-07 09:53:39,6fbd4556-de3d-4ae7-bbbf-8f1d1f36ee26,Zachary Robinson,zachary.robinson@yahoo.com,Togo,Celulares,iPhone 13,850.0,1,850.0
2749,2022-12-09 15:01:59,97038b32-cd13-408f-b961-bb8bde03c3d0,Univ.Prof. Ines Stumpf B.A.,univ.prof..b.a.@hotmail.com,Algerien,Acessórios,Power Bank 10000mAh,30.0,3,90.0
2750,2023-12-01 12:08:49,678f8653-3f48-49aa-9d00-a7eb7c6071a0,Jeffrey Holmes,jeffrey.holmes@hotmail.com,Saint Kitts and Nevis,Celulares,Samsung Galaxy S22,799.0,4,3196.0
2751,2021-06-20 17:38:43,651355bd-a050-4d9e-85ad-278eb3a93ac8,Greta Trüb B.Sc.,greta.b.sc.@hotmail.com,Komoren,Acessórios,Capa de Silicone,15.0,5,75.0
2752,2020-03-04 17:28:50,8b58b932-a256-48bf-961b-5c9437c66bdb,Kelly Gonçalves,kelly.gonçalves@hotmail.com,Ilhas Cook,Celulares,iPhone 13,850.0,1,850.0
2753,2021-02-16 19:27:26,12cbe1a8-be1f-4bb8-865e-431e00f35bb6,Sylvie Charrier,sylvie.charrier@outlook.com,Mali,Celulares,Samsung Galaxy S22,799.0,1,799.0
2754,2024-05-20 03:15:34,d1c95b92-88fc-4e85-b9d2-e5c33eebb053,Arthur Meyers,arthur.meyers@gmail.com,Mauritius,Acessórios,Power Bank 10000mAh,30.0,5,150.0
2755,2020-12-24 00:57:38,15d0c6d6-7a6c-4572-b094-a8025f8bb755,Дьячкова Элеонора Афанасьевна,дьячкова.афанасьевна@yahoo.com,Маврикий,Acessórios,Fone de Ouvido Bluetooth,50.0,3,150.0
2756,2021-12-10 19:59:58,e33f7bf8-2bee-4285-8641-688ed6bcd0fb,Miguel Knappe,miguel.knappe@hotmail.com,Türkei,Celulares,Google Pixel 6,699.0,5,3495.0
2757,2019-12-25 14:01:21,89a27afa-515f-471f-bcf7-525fefbf0879,Dimitri Junken,dimitri.junken@yahoo.com,San Marino,Celulares,Samsung Galaxy S22,799.0,1,799.0
2758,2021-01-03 02:01:33,5a3ce23a-98d1-4aae-be44-15f9e3f46a03,Gustavo Silva,gustavo.silva@gmail.com,República Centro-Africana,Acessórios,Carregador USB-C,25.0,4,100.0
2759,2019-08-21 05:56:26,82d9cbba-81f6-4204-b3c4-fca7f6fc5c53,Bianca Fernandes,bianca.fernandes@gmail.com,Moçambique,Acessórios,Fone de Ouvido Bluetooth,50.0,1,50.0
2760,2021-05-08 16:28:26,dd8172cd-3181-4526-89fb-313c1754ca75,Laura Chambers,laura.chambers@yahoo.com,Sudan,Acessórios,Carregador USB-C,25.0,3,75.0
2761,2022-02-06 11:01:46,8023744b-73e3-4356-813e-de0022ab94eb,Mauro Batista,mauro.batista@gmail.com,Somália,Acessórios,Protetor de tela de vidro,10.0,1,10.0
2762,2021-05-27 11:54:37,2e004dc9-292a-468d-92d8-c49328f51d2d,Carlo Lollobrigida,carlo.lollobrigida@hotmail.com,Seychelles,Celulares,OnePlus 10 Pro,750.0,5,3750.0
2763,2021-01-28 15:01:17,35320bf0-2216-4857-aa4e-2996994871f3,Tristan Tanguy du Lombard,tristan.lombard@gmail.com,Estonie,Celulares,Xiaomi 12,599.0,3,1797.0
2764,2019-03-08 02:47:59,4387baba-082e-4543-bd9c-0c4d5e0f71d4,Valentina Antunes,valentina.antunes@yahoo.com,Barém,Celulares,iPhone 13,850.0,3,2550.0
2765,2021-11-23 07:47:03,7c42b271-bf1b-4a3c-a960-b48867fe2fa5,Grégoire Bruneau-Benoit,grégoire.bruneau-benoit@yahoo.com,Malte,Acessórios,Protetor de tela de vidro,10.0,1,10.0
2766,2019-01-30 17:07:26,cf0b398a-2dc3-4e7c-97a7-2bf98801e0e8,Sibel Ullrich B.A.,sibel.b.a.@yahoo.com,Somalia,Acessórios,Protetor de tela de vidro,10.0,1,10.0
2767,2022-02-08 07:26:00,95cc14c9-c97c-45e6-a0cc-33453d1beb73,Maria da Costa,maria.costa@gmail.com,Namíbia,Acessórios,Smartwatch,150.0,4,600.0
2768,2022-10-28 05:18:32,86978831-a8fa-4abc-a9e9-d6ab08fb61e0,Brunilda de Mancebo,brunilda.mancebo@hotmail.com,Chad,Celulares,OnePlus 10 Pro,750.0,2,1500.0
2769,2020-07-04 04:54:07,9eea1d01-405c-4b7e-9a31-21ae2563ad48,Valérie Michel-Leroy,valérie.michel-leroy@outlook.com,Allemagne,Acessórios,Capa de Silicone,15.0,1,15.0
2770,2021-06-07 18:27:36,0f210a16-179a-4048-a8cf-1205879f6960,Jose Luis Juárez Querol,jose.querol@hotmail.com,Zimbabwe,Celulares,OnePlus 10 Pro,750.0,1,750.0
2771,2020-12-24 18:15:40,286a34bc-1bbb-47ae-b7c4-d582d18be6f7,Leocadio Esteban Rubio,leocadio.rubio@hotmail.com,Niger,Celulares,Xiaomi 12,599.0,2,1198.0
2772,2024-06-17 19:37:39,904c1e0a-dba6-4487-9b9c-d9bcb3b0df17,Dott. Rosalia Parisi,dott..parisi@hotmail.com,Ghana,Celulares,Google Pixel 6,699.0,2,1398.0
2773,2021-05-19 02:31:09,b20628c6-cc6c-4f19-bb15-c9913ecc9869,Мефодий Аксёнович Сидоров,мефодий.сидоров@gmail.com,Гамбия,Acessórios,Carregador USB-C,25.0,1,25.0
2774,2020-05-09 11:53:45,e26f2e8d-7580-456a-a8a2-285f1652a59d,Яковлева Регина Робертовна,яковлева.робертовна@hotmail.com,Сенегал,Celulares,Samsung Galaxy S22,799.0,2,1598.0
2775,2021-11-15 10:37:51,e0c7a875-5efc-4470-9898-417084ec30c1,Luiz Otávio Dias,luiz.dias@gmail.com,Islândia,Acessórios,Power Bank 10000mAh,30.0,2,60.0
2776,2020-02-25 14:31:10,9c7296be-1940-480b-9d51-cbfe812e6a1c,Rosaria Balotelli,rosaria.balotelli@yahoo.com,Saint Kitts and Nevis,Celulares,Xiaomi 12,599.0,2,1198.0
2777,2021-02-25 17:06:01,88d8149c-5356-4d39-ae58-04433396a467,Laura Beltran,laura.beltran@gmail.com,Mauricio,Celulares,OnePlus 10 Pro,750.0,4,3000.0
2778,2022-09-22 14:26:13,5f47bf1a-da35-4867-ba39-c6f06d6a5eb3,Fabiana Sá,fabiana.sá@outlook.com,Irão,Acessórios,Smartwatch,150.0,2,300.0
2779,2023-08-08 15:14:46,5d5bea23-e449-4fb3-ab61-ef33a8fc374c,Tibor Weller,tibor.weller@outlook.com,Schweiz,Acessórios,Fone de Ouvido Bluetooth,50.0,3,150.0
2780,2023-06-05 10:18:26,5130f8d3-81a9-4304-9093-a5fc30f9de36,Ángela Mariscal Balaguer,ángela.balaguer@outlook.com,Tayikistán,Celulares,OnePlus 10 Pro,750.0,4,3000.0
2781,2023-11-06 19:00:51,741b3d28-e432-4fe1-8800-66715ab60353,Annelore Wirth,annelore.wirth@outlook.com,Griechenland,Acessórios,Fone de Ouvido Bluetooth,50.0,4,200.0
2782,2024-11-21 14:40:46,2dd46689-9029-40b5-90c1-d0ea97d69ad3,Николаев Аскольд Игнатьевич,николаев.игнатьевич@outlook.com,Сербия,Acessórios,Protetor de tela de vidro,10.0,3,30.0
2783,2023-09-24 00:39:10,b191cb1c-60a1-45f4-9cbd-b7a6320b5a4a,Pedro Williams,pedro.williams@hotmail.com,Maldives,Acessórios,Fone de Ouvido Bluetooth,50.0,5,250.0
2784,2019-06-10 03:54:53,21fe8003-714c-48a6-a083-202be3917c22,Васильев Леонид Анисимович,васильев.анисимович@yahoo.com,Замбия,Acessórios,Smartwatch,150.0,2,300.0
2785,2022-02-27 23:15:48,17ca8293-6669-40f5-88a4-b407c5b44141,Jacques De Oliveira,jacques.oliveira@gmail.com,Allemagne,Acessórios,Smartwatch,150.0,5,750.0
2786,2022-12-05 19:36:03,22ff5c4c-76de-49ca-a1a5-c11f7560489d,Ludovica Cainero,ludovica.cainero@outlook.com,Kazakhstan,Celulares,Xiaomi 12,599.0,4,2396.0
2787,2021-11-11 18:05:13,933d6931-fbc2-4c34-b61e-1e7c71f8bec8,Júlia Pastor,júlia.pastor@gmail.com,Monserrate,Acessórios,Carregador USB-C,25.0,1,25.0
2788,2021-02-16 03:35:14,81046a65-1bd3-4030-8889-a44752d9536a,Cristiano Coelho,cristiano.coelho@gmail.com,Bielorrússia,Celulares,OnePlus 10 Pro,750.0,4,3000.0
2789,2024-11-18 15:30:13,33b65fbd-5b73-419c-86be-2d4da7790e8b,Franco Piane-Comeriato,franco.piane-comeriato@gmail.com,Kiribati,Acessórios,Power Bank 10000mAh,30.0,2,60.0
2790,2022-03-20 17:10:53,cebb344f-475b-40c4-9b15-b68b8aa85503,Monique Daniel,monique.daniel@gmail.com,Bhoutan,Celulares,Xiaomi 12,599.0,5,2995.0
2791,2023-04-28 04:52:37,d06f4f0b-d192-40c5-80ab-44aff7ad8320,Lucas Guillon,lucas.guillon@gmail.com,Saint Vincent et les Grenadines,Acessórios,Smartwatch,150.0,4,600.0
2792,2024-11-06 22:36:59,2945bd97-49ec-4c70-9c81-f7c9c94b6960,Lando Verdone,lando.verdone@gmail.com,Kiribati,Celulares,Xiaomi 12,599.0,2,1198.0
2793,2021-06-04 11:45:50,8d95f3a6-7b31-40d8-bf8e-75fda07431d8,Doreen Eimer,doreen.eimer@hotmail.com,Afghanistan,Celulares,iPhone 13,850.0,1,850.0
2794,2023-11-22 23:21:53,dec19e80-fee5-4082-9893-16f528241135,Monica Bradshaw,monica.bradshaw@gmail.com,American Samoa,Acessórios,Power Bank 10000mAh,30.0,1,30.0
2795,2020-03-12 03:15:39,cfd8add5-e68c-4b9f-86b9-833eaf8853d9,Jules Auger,jules.auger@hotmail.com,Suriname,Acessórios,Smartwatch,150.0,1,150.0
2796,2021-08-07 04:10:46,4bb2392d-259b-4b7e-bdfd-05f4cb6e7129,Heloisa Pastor,heloisa.pastor@yahoo.com,Estados Unidos,Acessórios,Protetor de tela de vidro,10.0,3,30.0
2797,2022-02-04 12:58:37,d1b18a23-7a64-4231-abb0-44cd8dbd2975,Bettina Ferretti,bettina.ferretti@yahoo.com,Angola,Celulares,OnePlus 10 Pro,750.0,5,3750.0
2798,2020-12-16 04:14:37,68d2877b-081a-44ee-b4ed-c5f22d17a570,Victor Alvarez Bernat,victor.bernat@yahoo.com,Barbados,Celulares,Samsung Galaxy S22,799.0,4,3196.0
2799,2022-05-09 13:46:41,ff3de6ad-4e34-42a6-8439-c9224df4126a,Paulette Bouvier,paulette.bouvier@outlook.com,Tadjikistan,Acessórios,Power Bank 10000mAh,30.0,4,120.0
2800,2024-03-08 21:26:48,464e9ea7-2ef5-4566-aef8-c34dca746307,Nádia Fernandes,nádia.fernandes@yahoo.com,Líbia,Acessórios,Fone de Ouvido Bluetooth,50.0,1,50.0
2801,2024-11-27 11:23:11,e7d4efe5-4f09-4c46-8bcf-a3304350b16c,Prof. Oscar Tlustek B.A.,prof..b.a.@hotmail.com,Kambodscha,Acessórios,Carregador USB-C,25.0,4,100.0
2802,2019-08-21 10:15:02,e0cdbe0e-923e-4854-b38c-4b49da8bc376,Adèle-Clémence Hebert,adèle-clémence.hebert@outlook.com,Swaziland,Acessórios,Smartwatch,150.0,5,750.0
2803,2021-03-20 17:16:11,99eba1a4-8fa3-423d-a012-ea4d3a9b669c,Santino Fornaciari,santino.fornaciari@yahoo.com,Iran,Acessórios,Power Bank 10000mAh,30.0,1,30.0
2804,2024-10-23 14:48:11,58309d46-0bf4-40b6-83d5-c831aa370f0f,Eduarda Figueiredo-Cardoso,eduarda.figueiredo-cardoso@yahoo.com,Burúndi,Celulares,Xiaomi 12,599.0,4,2396.0
2805,2023-07-26 11:07:56,af19a8db-3a5e-4264-a5b7-ecb61fbd3d03,Noelia Julián Acosta,noelia.acosta@outlook.com,Uganda,Acessórios,Smartwatch,150.0,5,750.0
2806,2020-01-17 20:13:02,62bbd188-a0cd-41d0-9b0c-b5037f74c2da,Wolfgang Reichmann,wolfgang.reichmann@hotmail.com,Israel,Celulares,Google Pixel 6,699.0,4,2796.0
2807,2022-03-27 13:55:26,c134bac0-b27d-4f16-9497-5c012543c71d,Sonia Lollobrigida,sonia.lollobrigida@yahoo.com,Porto Rico,Acessórios,Carregador USB-C,25.0,5,125.0
2808,2020-12-06 01:52:43,2b023887-719c-49e2-9c0f-21a856da4cda,Fernanda Montanariello,fernanda.montanariello@yahoo.com,Sud Africa,Acessórios,Smartwatch,150.0,2,300.0
2809,2023-08-16 00:32:17,bddb7ebe-3d02-490f-bb79-d7c161cfa458,Nico Bottigliero,nico.bottigliero@gmail.com,Tajikistan,Celulares,Samsung Galaxy S22,799.0,1,799.0
2810,2024-05-28 10:28:53,5bc7f551-b6d3-4225-89b0-db7e3037701e,Hans-Gerd Kade,hans-gerd.kade@yahoo.com,Tschechische Republik,Celulares,iPhone 13,850.0,3,2550.0
2811,2021-07-03 18:05:42,9b45304b-1676-40bf-8d85-663d980a8dc9,Daniel Nunes-Nascimento,daniel.nunes-nascimento@outlook.com,Burquina Faso,Acessórios,Fone de Ouvido Bluetooth,50.0,1,50.0
2812,2024-06-12 15:07:01,c30f86af-b8f8-4816-8d41-da7a0748cc07,Elli Eimer,elli.eimer@yahoo.com,Burkina Faso,Celulares,Samsung Galaxy S22,799.0,5,3995.0
2813,2023-12-07 05:52:13,0c433b2a-e765-430a-826f-6ae6a414d0a7,Агафонов Дорофей Бориславович,агафонов.бориславович@hotmail.com,Бразилия,Celulares,Google Pixel 6,699.0,5,3495.0
2814,2022-01-19 16:34:55,6e7f20db-fd17-443a-85db-9fc9771df938,Javiera González Torrijos,javiera.torrijos@gmail.com,República de Corea,Acessórios,Capa de Silicone,15.0,1,15.0
2815,2023-02-16 19:42:59,3fa24824-e0eb-487e-a7ae-15c7c789959f,Inès Valentin,inès.valentin@gmail.com,Azerbaïdjan,Acessórios,Fone de Ouvido Bluetooth,50.0,5,250.0
2816,2024-04-28 07:33:55,0b547141-ec3b-4f16-bcc5-563d9b7ef917,Patricia Peukert,patricia.peukert@outlook.com,Syrien,Acessórios,Fone de Ouvido Bluetooth,50.0,3,150.0
2817,2024-05-22 23:16:11,6dff5f44-a811-42f8-ae58-83520be868ba,Renan Marques,renan.marques@outlook.com,Ilhas Salomão,Celulares,OnePlus 10 Pro,750.0,1,750.0
2818,2023-01-23 11:26:14,dfc55b4d-ecd3-438e-acb9-9e7c1cee4bef,Козлова Валерия Ефимовна,козлова.ефимовна@hotmail.com,Доминика,Acessórios,Fone de Ouvido Bluetooth,50.0,3,150.0
2819,2021-10-01 05:32:19,c99669e5-ec69-4ead-bb0a-c67b40633030,Горбунова Наталья Филипповна,горбунова.филипповна@hotmail.com,Тунис,Acessórios,Protetor de tela de vidro,10.0,5,50.0
2820,2020-08-30 15:41:44,22233089-a21a-460f-8bde-23dddeab9536,Maria Alice da Conceição,maria.conceição@gmail.com,Montenegro,Celulares,Xiaomi 12,599.0,2,1198.0
2821,2019-03-28 08:24:11,dcdc5f88-5c5f-4d1d-848e-1c51cef87f96,Pero Zobel-Caspar,pero.zobel-caspar@yahoo.com,Tokelau,Acessórios,Fone de Ouvido Bluetooth,50.0,3,150.0
2822,2024-04-02 13:50:24,687ea438-6927-44d5-93e1-714bc7baf890,Dr. Shaun Robinson,dr..robinson@hotmail.com,United States of America,Celulares,Samsung Galaxy S22,799.0,1,799.0
2823,2020-02-10 01:41:35,8d95f3a6-7b31-40d8-bf8e-75fda07431d8,Doreen Eimer,doreen.eimer@hotmail.com,Afghanistan,Celulares,Google Pixel 6,699.0,1,699.0
2824,2020-11-09 19:18:53,ea69e7ef-e002-4ced-87d8-0c80fa2235a7,Michael Knight,michael.knight@outlook.com,Palau,Celulares,Samsung Galaxy S22,799.0,2,1598.0
2825,2024-02-22 08:43:06,a8b243b5-299f-4e29-982d-80574768abf1,Flora Fabiana Olivera Escudero,flora.escudero@hotmail.com,Djibouti,Acessórios,Capa de Silicone,15.0,2,30.0
2826,2022-03-10 22:21:33,aa2b827d-c293-4f48-8f57-51c850d77135,Camilla Gottardi,camilla.gottardi@hotmail.com,Australia,Acessórios,Smartwatch,150.0,4,600.0
2827,2023-04-01 15:12:24,a4324f73-60d7-4b95-807e-6f3f8095d444,Victoria Turchi,victoria.turchi@yahoo.com,Svezia,Celulares,iPhone 13,850.0,3,2550.0
2828,2022-09-18 08:09:25,d37190ce-8854-4e9f-8a66-bb615a8f904b,Laura Sá,laura.sá@hotmail.com,Colômbia,Acessórios,Fone de Ouvido Bluetooth,50.0,3,150.0
2829,2021-12-25 03:30:37,8ac441f6-870f-43f3-bfac-06c090fe8121,Bertrand Dupuy,bertrand.dupuy@gmail.com,Biélorussie,Acessórios,Capa de Silicone,15.0,2,30.0
2830,2019-05-02 03:09:43,989bad2e-328b-489a-a2e9-9bfbc378df6b,Aimé Texier,aimé.texier@hotmail.com,Géorgie,Acessórios,Capa de Silicone,15.0,4,60.0
2831,2019-09-17 16:08:58,2b023887-719c-49e2-9c0f-21a856da4cda,Fernanda Montanariello,fernanda.montanariello@yahoo.com,Sud Africa,Celulares,Samsung Galaxy S22,799.0,1,799.0
2832,2022-11-28 08:15:02,cc97f3ec-fef1-4ac3-b7d7-b6adfaaa011a,Ariel Bermúdez Huguet,ariel.huguet@hotmail.com,República de Macedonia del Norte,Celulares,Samsung Galaxy S22,799.0,2,1598.0
2833,2024-03-05 12:23:26,0392a99f-49b9-49c9-a2c9-b6837e174f23,Joaquim Macedo,joaquim.macedo@outlook.com,Usbequistão,Celulares,Samsung Galaxy S22,799.0,2,1598.0
2834,2020-05-19 04:13:56,1036d4a5-3b7d-40f4-83c5-833207f46f04,Crystal Sosa,crystal.sosa@yahoo.com,Guam,Celulares,OnePlus 10 Pro,750.0,2,1500.0
2835,2021-02-26 01:46:38,199f7dca-42ab-45d5-b03a-86adb1dff9f2,Débora Moura,débora.moura@gmail.com,Equador,Acessórios,Protetor de tela de vidro,10.0,2,20.0
2836,2022-03-19 10:03:59,ed0fe37a-e89e-495b-9860-19d2c221afe4,Joaquim Nunes,joaquim.nunes@yahoo.com,Navassa Island,Acessórios,Smartwatch,150.0,1,150.0
2837,2022-05-12 18:34:10,5ce08a90-ffb0-4cb1-b9b2-ae8571fa638f,Sarah Davis,sarah.davis@yahoo.com,Cuba,Acessórios,Protetor de tela de vidro,10.0,2,20.0
2838,2019-08-08 15:35:16,b0788ca6-761b-4e3c-a8c1-b6845c318e93,Griselda del Sedano,griselda.sedano@hotmail.com,Grecia,Acessórios,Carregador USB-C,25.0,1,25.0
2839,2020-11-13 15:03:25,485959f9-7c87-4d7d-b1a6-e5b0ccbdaeee,Theresa Bailey,theresa.bailey@yahoo.com,Monaco,Celulares,iPhone 13,850.0,3,2550.0
2840,2021-07-26 19:33:32,31393092-9395-4fed-997e-e3c7e406fcd3,Emília Reis,emília.reis@outlook.com,Ilhas Marshall,Celulares,Google Pixel 6,699.0,2,1398.0
2841,2022-09-20 13:47:40,6fe940ab-3d52-4ac5-9a50-6b02d3059f1f,Cristiano Ramos,cristiano.ramos@gmail.com,Papua-Nova Guiné,Acessórios,Power Bank 10000mAh,30.0,4,120.0
2842,2022-06-03 13:18:58,86978831-a8fa-4abc-a9e9-d6ab08fb61e0,Brunilda de Mancebo,brunilda.mancebo@hotmail.com,Chad,Acessórios,Power Bank 10000mAh,30.0,3,90.0
2843,2023-06-27 06:00:13,fb402050-d981-4f2e-b592-5e044994125a,Helen Nohlmans,helen.nohlmans@yahoo.com,Albanien,Acessórios,Power Bank 10000mAh,30.0,3,90.0
2844,2019-10-08 17:08:05,8c5bb532-db2c-43ed-9420-936d321f3786,Ângelo Lima,ângelo.lima@outlook.com,Jordânia,Acessórios,Carregador USB-C,25.0,5,125.0
2845,2019-01-31 06:00:43,bf6f77da-dc6b-4237-8d3b-12706406d788,Красильникова Ия Руслановна,красильникова.руслановна@hotmail.com,Иран,Acessórios,Protetor de tela de vidro,10.0,5,50.0
2846,2020-10-07 06:23:10,ea9be448-86d1-428b-aee6-69e1bb33e1fc,Michael Dickerson,michael.dickerson@hotmail.com,El Salvador,Celulares,OnePlus 10 Pro,750.0,1,750.0
2847,2019-09-26 01:41:25,36f23faf-cc2d-4e34-b635-1ffac9353d48,Antonietta Tencalla,antonietta.tencalla@gmail.com,Bhutan,Celulares,Samsung Galaxy S22,799.0,3,2397.0
2848,2022-12-17 14:10:13,ee389d28-c744-4bb2-bfd9-b7d5b7ef6170,Dott. Sonia Morpurgo,dott..morpurgo@yahoo.com,Sri Lanka,Acessórios,Protetor de tela de vidro,10.0,5,50.0
2849,2021-04-23 08:10:13,4387baba-082e-4543-bd9c-0c4d5e0f71d4,Valentina Antunes,valentina.antunes@yahoo.com,Barém,Acessórios,Fone de Ouvido Bluetooth,50.0,2,100.0
2850,2024-03-12 03:18:18,ff0d0716-f35b-4ef3-a542-8337ef9d815a,Guillaume Laurent,guillaume.laurent@outlook.com,Jamaïque,Acessórios,Capa de Silicone,15.0,2,30.0
2851,2023-08-30 23:33:09,0b547141-ec3b-4f16-bcc5-563d9b7ef917,Patricia Peukert,patricia.peukert@outlook.com,Syrien,Celulares,OnePlus 10 Pro,750.0,4,3000.0
2852,2021-10-15 06:43:32,109ba2a5-66f4-4040-ae76-c1783377ce90,Goffredo Medici,goffredo.medici@hotmail.com,Northern Mariana Islands,Acessórios,Capa de Silicone,15.0,2,30.0
2853,2019-04-01 11:25:15,e0929ef3-588e-4f97-b7d4-e84d6b76fc30,Geneviève Maillard,geneviève.maillard@gmail.com,Micronésie (États fédérés de),Celulares,Google Pixel 6,699.0,4,2796.0
2854,2021-12-03 21:57:57,706ef7df-e9c1-4545-a920-c49122eddf16,Juan Watkins,juan.watkins@gmail.com,South Georgia and the South Sandwich Islands,Acessórios,Capa de Silicone,15.0,4,60.0
2855,2022-04-24 01:08:58,464e9ea7-2ef5-4566-aef8-c34dca746307,Nádia Fernandes,nádia.fernandes@yahoo.com,Líbia,Acessórios,Power Bank 10000mAh,30.0,3,90.0
2856,2023-06-23 06:48:25,6a73f7f9-77a2-40f3-8331-d48b91941891,Lazzaro Gualandi-Iannotti,lazzaro.gualandi-iannotti@outlook.com,Repubblica del Laos,Acessórios,Carregador USB-C,25.0,1,25.0
2857,2019-10-19 09:03:54,a3bb4512-a75e-469d-9fcd-6efab2867710,Brandon Walker,brandon.walker@outlook.com,Eritrea,Acessórios,Fone de Ouvido Bluetooth,50.0,5,250.0
2858,2020-05-12 23:25:45,985b7907-8387-48e2-a72a-6907768d571e,Olívia Sá,olívia.sá@yahoo.com,Iraque,Celulares,Xiaomi 12,599.0,1,599.0
2859,2024-09-25 07:58:31,ea9be448-86d1-428b-aee6-69e1bb33e1fc,Michael Dickerson,michael.dickerson@hotmail.com,El Salvador,Acessórios,Smartwatch,150.0,3,450.0
2860,2023-02-02 18:16:01,6e6ec7e8-3666-44cc-858e-d2fcdb913b1f,Moisés Doménech Toro,moisés.toro@gmail.com,Cabo Verde,Acessórios,Protetor de tela de vidro,10.0,4,40.0
2861,2022-02-28 22:41:49,9e963002-19d6-4ed2-89aa-8165ede9fa5e,Angelina Fagiani-Scalera,angelina.fagiani-scalera@gmail.com,Isole Norfolk,Acessórios,Power Bank 10000mAh,30.0,1,30.0
2862,2023-06-04 08:16:56,c4c0db69-96db-470e-ae45-fc88ab4378a8,Timothée Joly,timothée.joly@yahoo.com,Canada,Celulares,OnePlus 10 Pro,750.0,5,3750.0
2863,2019-11-28 10:03:12,8ac441f6-870f-43f3-bfac-06c090fe8121,Bertrand Dupuy,bertrand.dupuy@gmail.com,Biélorussie,Celulares,Xiaomi 12,599.0,5,2995.0
2864,2022-11-19 23:45:22,195737d6-4505-4331-90fa-f7605fbd7719,Martin Guillou,martin.guillou@hotmail.com,Afrique du sud,Acessórios,Carregador USB-C,25.0,4,100.0
2865,2023-10-26 19:40:39,7eec0c06-2b7c-4662-88c4-e05c9dfd0f17,Прохоров Капитон Георгиевич,прохоров.георгиевич@outlook.com,Гвинея-Бисау,Acessórios,Capa de Silicone,15.0,3,45.0
2866,2024-01-30 12:10:01,5c633ba1-b3a8-4e90-a395-79d00009824f,Daniel Sanchez,daniel.sanchez@outlook.com,Armenia,Acessórios,Fone de Ouvido Bluetooth,50.0,3,150.0
2867,2024-03-17 03:45:47,3085dd36-edac-4fef-9323-b8f8b4077fd9,Feliciano Nogués Sanchez,feliciano.sanchez@yahoo.com,República Democrática del Congo,Celulares,iPhone 13,850.0,3,2550.0
2868,2022-06-02 14:11:10,6661fa27-44a8-4c71-9649-e3f6fd7981b7,Ефрем Ефстафьевич Анисимов,ефрем.анисимов@outlook.com,Ирак,Acessórios,Carregador USB-C,25.0,5,125.0
2869,2021-02-06 03:50:08,13dc6fe9-c662-4eda-b830-ba04182c1a02,Amaya de Escobar,amaya.escobar@yahoo.com,Kenya,Acessórios,Protetor de tela de vidro,10.0,5,50.0
2870,2019-03-03 19:23:55,0fb02488-172f-4e4d-aa0a-ca035a6432ee,Michelle Coste,michelle.coste@hotmail.com,Mali,Celulares,iPhone 13,850.0,5,4250.0
2871,2024-07-24 21:23:10,b84aeb91-d7ab-48ed-b29e-7207e9d5c8b0,Adrián de Carpio,adrián.carpio@gmail.com,Kuwait,Acessórios,Capa de Silicone,15.0,4,60.0
2872,2024-03-02 16:55:57,3f628c2f-1739-4df5-bb2a-c3a2baf6570c,André Leclercq,andré.leclercq@outlook.com,Costa Rica,Acessórios,Carregador USB-C,25.0,5,125.0
2873,2020-01-13 05:50:04,c183e072-c07d-4528-880f-505915492348,Lilla Callegaro,lilla.callegaro@outlook.com,Palestina,Acessórios,Capa de Silicone,15.0,3,45.0
2874,2022-12-16 09:51:31,4f3b42b2-58f9-4ee2-a81c-1b5f5d1c909f,Kimberly Hartman MD,kimberly.md@hotmail.com,Montserrat,Acessórios,Power Bank 10000mAh,30.0,2,60.0
2875,2019-01-22 08:12:29,0795e8d9-3f7c-4c6c-9da3-9da25125626c,Петров Селиверст Харламович,петров.харламович@gmail.com,Экваториальная Гвинея,Celulares,Xiaomi 12,599.0,2,1198.0
2876,2023-05-02 14:16:01,3f9495c3-aefb-450f-aecd-fca5da90de58,Margot Paris,margot.paris@hotmail.com,Rwanda,Acessórios,Capa de Silicone,15.0,1,15.0
2877,2019-02-10 08:24:16,3e3fdadb-8ae0-447d-b764-92a1c57aafa1,Renata Jesus,renata.jesus@yahoo.com,Guiné Equatorial,Acessórios,Power Bank 10000mAh,30.0,3,90.0
2878,2020-04-23 07:45:44,4de2930e-2146-46f0-a180-78c0d8e6e95e,Evangelina Águila Trillo,evangelina.trillo@gmail.com,Tuvalu,Celulares,OnePlus 10 Pro,750.0,3,2250.0
2879,2020-04-07 07:47:22,7f223cf7-80e0-4276-9365-67258a217705,Rita do Mota,rita.mota@outlook.com,Papua-Nova Guiné,Celulares,Google Pixel 6,699.0,5,3495.0
2880,2024-08-04 19:19:01,a686eefa-28d7-4958-8d3e-9b12ae2ca0e9,Liberto Borroni-Conte,liberto.borroni-conte@hotmail.com,Peru,Celulares,Google Pixel 6,699.0,3,2097.0
2881,2020-04-20 06:34:34,d1380a1e-558e-4279-aa27-3d54da4d116f,Frau Margareta Kallert B.A.,frau.b.a.@yahoo.com,Réunion,Celulares,Xiaomi 12,599.0,4,2396.0
2882,2023-04-10 19:26:11,8586cfdd-5c9b-416d-99c2-7d2c3cf915d8,Claudine Alexandre,claudine.alexandre@gmail.com,Wallis et Futuna (Îles),Acessórios,Power Bank 10000mAh,30.0,4,120.0
